Year,County,Region,Type of Forest,Clear-cut Areal,3-10 years  Areal,11 - 20 years  Areal,21 - 30 years  Areal,31 - 40 years  Areal,41 - 60 years  Areal,61 - 80 years  Areal,81 - 100 years  Areal,101 - 120 years  Areal,121 - 140 years  Areal,141+ years  Areal,Yearly growth,Average Age,Clear-cut Percent,3-10 years  Percent,11 - 20 years  Percent,21 - 30 years  Percent,31 - 40 years  Percent,41 - 60 years  Percent,61 - 80 years  Percent,81 - 100 years  Percent,101 - 120 years  Percent,121 - 140 years  Percent,141+ years  Percent,Old Forest 100 120 140*
2017,10 Blekinge län,Götaland,Protected,0,0.7,0.8,1,1,2.6,3.4,2.7,0.7,0.9,1.3,8.34,73.2,0,4.8,5.4,6.8,6.8,17.7,23.1,18.4,4.8,6.1,8.8,19.7
2017,12 Skåne län,Götaland,Protected,2.6,0.5,2.1,0.8,1.3,1.7,4.2,2,3.8,0,2.1,8.24,65.6,12.3,2.4,9.9,3.8,6.1,8,19.8,9.4,17.9,0,9.9,27.8
2017,13 Hallands län,Götaland,Protected,0,0,1.1,0,1,0.9,3.7,1.7,0.6,1.6,0,8.3,74.5,0,0,10.5,0,9.5,8.6,35.2,16.2,5.7,15.2,0,20.9
2017,14 Västra Götalands län,Götaland,Protected,0,1.9,1,1.1,2.9,3.6,2.7,8.8,6.6,6.3,2.3,7.66,86.6,0,5.1,2.7,3,7.8,9.7,7.3,23.8,17.8,17,6.2,41
2017,17 Värmlands län,Svealand,Protected,1.9,0.9,2.1,2.4,1.1,5.8,4.4,5.9,7.4,4.3,11.9,6.7,91.9,4,1.9,4.4,5,2.3,12.1,9.1,12.3,15.4,8.9,24.7,33.6
2017,18 Örebro län,Svealand,Protected,0,1.8,0.7,1.6,0.8,2.4,1.2,3.7,2.7,5,4.9,6.74,93.8,0,7.3,2.8,6.5,3.3,9.8,4.9,15,11,20.3,19.9,40.2
2017,19 Västmanlands län,Svealand,Protected,1,2.4,1.2,1.2,0,2.7,2.7,4.1,4.1,2.3,1.7,6.42,75.8,4.3,10.3,5.2,5.2,0,11.6,11.6,17.7,17.7,9.9,7.3,17.2
2017,20 Dalarnas län,Svealand,Protected,1.2,0.9,2,0.7,3.2,4.2,5.3,7,10.4,17.4,54.4,4.69,121.1,1.1,0.8,1.9,0.7,3,3.9,5,6.5,9.7,16.3,50.9,50.9
2017,21 Gävleborgs län,Södra Norrland,Protected,0,0,1.4,3,0.9,7,3.8,6,3.4,4.3,3.3,6.01,81.7,0,0,4.2,9,2.7,21.1,11.4,18.1,10.2,13,9.9,22.9
2017,22 Västernorrlands län,Södra Norrland,Protected,2.7,0,0.7,1.1,0.5,2.6,1.1,4.2,2.7,5.3,9.6,5.92,99.9,8.8,0,2.3,3.6,1.6,8.5,3.6,13.7,8.8,17.3,31.3,48.6
2017,23 Jämtlands län,Södra Norrland,Protected,0,0,0,1.9,0,2.5,2.9,3.5,6.1,20.1,105.9,4.23,139.1,0,0,0,1.3,0,1.8,2,2.5,4.3,14.1,74.2,74.2
2017,24 Västerbottens län,Norra Norrland,Protected,0,0.6,1.2,1.7,2.9,6,4.4,6.2,21.2,16.3,114.7,3.73,131.2,0,0.3,0.7,1,1.7,3.4,2.5,3.5,12.1,9.3,65.5,65.5
2017,25 Norrbottens län,Norra Norrland,Protected,0.8,0,0.8,1.2,4,4.8,19.2,50.6,53.4,75.9,325.9,2.93,132.3,0.1,0,0.1,0.2,0.7,0.9,3.6,9.4,10,14.2,60.8,60.8
2018,01 Stockholms län,Svealand,Protected,0,0,0,0.6,0.7,1.6,2,3,1.3,3.2,4.6,7.11,105.2,0,0,0,3.6,4.1,9.5,11.8,17.8,7.7,18.9,27.2,53.8
2018,03 Uppsala län,Svealand,Protected,0,0,1.2,0,2.1,3,3,5.3,8.7,6.1,3.9,6.66,98.3,0,0,3.6,0,6.3,9,9,16,26.2,18.4,11.7,30.1
2018,04 Södermanlands län,Svealand,Protected,1.5,0,0,0,0,3.5,1.5,2.6,0.8,0.6,1.5,7.72,77.4,12.8,0,0,0,0,29.9,12.8,22.2,6.8,5.1,12.8,24.7
2018,05 Östergötlands län,Svealand,Protected,0,0.8,0.8,0,0,1.3,1.9,3.3,2.1,0,1.3,7.96,80.8,0,6.9,6.9,0,0,11.2,16.4,28.4,18.1,0,11.2,29.3
2018,06 Jönköpings län,Götaland,Protected,0,0.6,0.1,0.1,0,2.3,0.8,0.6,0.7,1.3,1.3,7.15,85.2,0,7.6,1.3,1.3,0,29.1,10.1,7.6,8.9,16.5,16.5,41.9
2018,07 Kronobergs län,Götaland,Protected,0,0.9,1.3,0.6,1.8,0.8,2.4,1.7,0,1.4,0,6.36,58.6,0,8.2,11.8,5.5,16.4,7.3,21.8,15.5,0,12.7,0,12.7
2018,08 Kalmar län,Götaland,Protected,0.7,1.4,0,0.6,0.2,0.4,2.6,3.3,2.6,1.9,1.4,7.22,83.1,4.6,9.2,0,3.9,1.3,2.6,17,21.6,17,12.4,9.2,38.6
2018,09 Gotlands län,Götaland,Protected,0,0,0,0.6,0.6,0.7,0.8,2.3,2,0.6,1.6,4.17,93.8,0,0,0,6.5,6.5,7.5,8.6,24.7,21.5,6.5,17.2,17.2
2018,10 Blekinge län,Götaland,Protected,0,0,1.5,0.9,0.3,2.6,3.3,2.5,0.8,1.4,1.4,8.34,75.8,0,0,10.1,6.1,2,17.6,22.3,16.9,5.4,9.5,9.5,24.4
2018,12 Skåne län,Götaland,Protected,2.5,1.1,0.6,1.7,1.9,1.1,4.2,1.6,3.2,0.4,2.8,8.24,67.6,11.7,5.2,2.8,8,8.9,5.2,19.7,7.5,15,1.9,13.1,30
2018,13 Hallands län,Götaland,Protected,0,0,1.1,0,0.3,1.5,3.7,1.6,0.6,1.6,0,8.3,73.5,0,0,10.4,0,2.8,14.2,34.9,15.1,5.7,15.1,0,20.8
2018,14 Västra Götalands län,Götaland,Protected,0,1.8,0.4,1.5,3.6,3.8,3.8,9.1,6.6,6.3,2.3,7.66,85.1,0,4.6,1,3.8,9.2,9.7,9.7,23.2,16.8,16,5.9,38.7
2018,17 Värmlands län,Svealand,Protected,1.3,0.9,2.1,2.5,1.2,5.5,4.4,6.8,7.1,7,11.9,6.7,94.9,2.6,1.8,4.1,4.9,2.4,10.8,8.7,13.4,14,13.8,23.5,37.3
2018,18 Örebro län,Svealand,Protected,0,1.8,0.3,1.9,1.6,2.4,1.3,4.5,2.7,6.3,4.8,6.74,93.4,0,6.5,1.1,6.9,5.8,8.7,4.7,16.4,9.8,22.9,17.5,40.4
2018,19 Västmanlands län,Svealand,Protected,1,2.4,1.1,1.3,1.3,2.7,2.7,3.4,5.4,2.3,1.7,6.42,75.4,4,9.6,4.4,5.2,5.2,10.8,10.8,13.6,21.6,9.2,6.8,16
2018,20 Dalarnas län,Svealand,Protected,1.1,0.9,2,0.8,3.2,4.8,5.3,7,12.9,16.3,56.2,4.69,120.8,1,0.8,1.8,0.7,2.9,4.3,4.8,6.3,11.7,14.7,50.8,50.8
2018,21 Gävleborgs län,Södra Norrland,Protected,0,0,0,3.6,1.6,6.3,3.8,6.7,3.5,5.1,4,6.01,86.1,0,0,0,10.4,4.6,18.2,11,19.4,10.1,14.7,11.6,26.3
2018,22 Västernorrlands län,Södra Norrland,Protected,2.7,0,0.7,1.2,0.5,2.6,1.2,4.9,2.8,6,8.3,5.92,98.6,8.7,0,2.3,3.9,1.6,8.4,3.9,15.9,9.1,19.4,26.9,46.3
2018,23 Jämtlands län,Södra Norrland,Protected,0,1.4,0,1.2,0,1.8,2.9,4.2,6.8,17.4,115.5,4.23,139.3,0,0.9,0,0.8,0,1.2,1.9,2.8,4.5,11.5,76.4,76.4
2018,24 Västerbottens län,Norra Norrland,Protected,0,0,1.3,1.7,2.9,6,5.2,4,22.7,17,89.9,3.73,128.7,0,0,0.9,1.1,1.9,4,3.5,2.7,15.1,11.3,59.7,59.7
2018,25 Norrbottens län,Norra Norrland,Protected,0.8,0.7,0.7,1.7,4,4.1,17.7,53.7,49.8,78.1,338.1,2.93,132.6,0.1,0.1,0.1,0.3,0.7,0.7,3.2,9.8,9.1,14.2,61.6,61.6
2019,01 Stockholms län,Svealand,Protected,0,0,0,0,0.7,0.6,2.6,2.2,0.7,2.6,4.1,7.11,110.1,0,0,0,0,5.3,4.5,19.5,16.5,5.3,19.5,30.8,55.6
2019,03 Uppsala län,Svealand,Protected,0,0,1.2,0,1.3,3,3.1,3.5,7.1,2.9,4.1,6.66,95.4,0,0,4.5,0,4.9,11.4,11.7,13.3,26.9,11,15.5,26.5
2019,04 Södermanlands län,Svealand,Protected,2.1,0,0,0,0.8,3.5,1.4,2.6,0.7,1.4,4.1,7.72,84.9,12.7,0,0,0,4.8,21.1,8.4,15.7,4.2,8.4,24.7,37.3
2019,05 Östergötlands län,Svealand,Protected,0,0.8,0.7,0,0.6,2,2.7,3.3,2.1,0,2,7.96,81.2,0,5.6,4.9,0,4.2,14.1,19,23.2,14.8,0,14.1,28.9
2019,06 Jönköpings län,Götaland,Protected,0,0,0.1,0.2,0,2.3,0.7,0.7,0.7,0.7,0,7.15,75.8,0,0,1.9,3.8,0,43.4,13.2,13.2,13.2,13.2,0,26.4
2019,07 Kronobergs län,Götaland,Protected,0,0,2.3,0,2.5,0.9,2.3,1.7,0,1.5,0,6.36,60.9,0,0,20.7,0,22.5,8.1,20.7,15.3,0,13.5,0,13.5
2019,08 Kalmar län,Götaland,Protected,0.7,0.6,0,1.3,0.3,0.5,3.3,3.9,2.6,1.9,1.4,7.22,83.6,4.2,3.6,0,7.8,1.8,3,19.8,23.4,15.6,11.4,8.4,35.4
2019,09 Gotlands län,Götaland,Protected,0,0,0,0.6,0.7,0.7,0.8,2.7,1.2,0.7,2.4,4.17,98.6,0,0,0,6.2,7.2,7.2,8.2,27.8,12.4,7.2,24.7,24.7
2019,10 Blekinge län,Götaland,Protected,0,0,0.6,1.7,0,1.3,1.7,3.7,0.8,1.5,1.4,8.34,83.6,0,0,4.7,13.4,0,10.2,13.4,29.1,6.3,11.8,11,29.1
2019,12 Skåne län,Götaland,Protected,2.6,1.1,0.7,1.6,1.9,0.5,5.1,1.7,2.5,1.1,2.9,8.24,70.6,12.1,5.1,3.3,7.5,8.9,2.3,23.8,7.9,11.7,5.1,13.6,30.4
2019,13 Hallands län,Götaland,Protected,0,0,0,1.3,0.4,1.5,3.3,1.7,0.6,1.2,0.5,8.3,77.2,0,0,0,12.5,3.8,14.4,31.7,16.3,5.8,11.5,4.8,22.1
2019,14 Västra Götalands län,Götaland,Protected,0,1.2,0.1,0.5,4.4,3.5,4.7,7.9,5,8.7,3.9,7.66,92.1,0,3,0.3,1.3,11.1,8.8,11.8,19.9,12.6,21.9,9.8,44.3
2019,17 Värmlands län,Svealand,Protected,1.4,0,3,2.4,0.7,4.6,4.4,7.3,6,6,11.8,6.7,94.7,2.9,0,6.3,5,1.5,9.6,9.2,15.2,12.5,12.5,24.6,37.1
2019,18 Örebro län,Svealand,Protected,0.6,2.4,0.5,1.9,1.6,2.3,1.3,3.9,3.4,6,4.8,6.74,88.7,2.1,8.3,1.7,6.6,5.6,8,4.5,13.5,11.8,20.8,16.7,37.5
2019,19 Västmanlands län,Svealand,Protected,0.7,4,0.5,1.9,1.2,2.4,2.9,4.5,4.5,3.5,1.8,6.42,73.8,2.5,14.3,1.8,6.8,4.3,8.6,10.4,16.1,16.1,12.5,6.4,18.9
2019,20 Dalarnas län,Svealand,Protected,1.1,0.9,2,0.8,1.9,5,6.7,9.1,12.7,18.8,53.3,4.69,120.3,1,0.8,1.8,0.7,1.7,4.5,6,8.1,11.3,16.8,47.5,47.5
2019,21 Gävleborgs län,Södra Norrland,Protected,0,0,0,3.5,1.6,6.2,3.2,6.1,1.7,4.5,4.6,6.01,84.8,0,0,0,11,5,19.6,10.1,19.2,5.4,14.2,14.5,28.7
2019,22 Västernorrlands län,Södra Norrland,Protected,2.1,0,0.6,1.1,0.6,2.5,1.2,4.4,2.8,6,11.4,5.92,104.9,6.4,0,1.8,3.3,1.8,7.6,3.6,13.3,8.5,18.2,34.5,52.7
2019,23 Jämtlands län,Södra Norrland,Protected,0,2,0,1.2,0,0.5,2.8,2.3,3.6,17.3,106.4,4.23,140.1,0,1.5,0,0.9,0,0.4,2.1,1.7,2.6,12.7,78.2,78.2
2019,24 Västerbottens län,Norra Norrland,Protected,0,0,1.2,1.7,1.7,6,6.4,5.3,20.8,17.5,92.6,3.73,129.1,0,0,0.8,1.1,1.1,3.9,4.2,3.5,13.6,11.4,60.4,60.4
2019,25 Norrbottens län,Norra Norrland,Protected,0.8,0.7,1.9,1.7,3.5,0.7,21.9,49,58.6,66.7,330.9,2.93,132.3,0.1,0.1,0.4,0.3,0.7,0.1,4.1,9.1,10.9,12.4,61.7,61.7
